,job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,gender,age,marital_status_maried(Y/N),number_of_dependences,Education_level,GPA,job_duration_as_permanent_worker,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Avg_achievement_%,Last_achievement_%,Achievement_above_100%_during3quartal,achievement_target_1,achievement_target_2,achievement_target_3,Employee_type_A,Employee_type_B
2664,4,1.5,3,1.5,1.58,1,33,1,1,4,3.01,5.0,5,3,3,0,5,2,86.64666666666666,87.2,3.0,2,2,1,0,1
2665,4,8.0,4,4.5,2.5,1,39,1,2,4,2.82,13.0,13,8,5,0,0,0,46.40666666666666,51.95,0.0,2,1,0,1,0
2666,4,2.08,3,2.08,0.5,1,33,1,0,4,3.21,4.0,4,3,2,0,6,0,53.21666666666666,57.76,0.0,2,1,1,0,1
2667,4,1.92,3,1.92,1.5,1,36,1,0,4,3.27,6.0,6,4,6,0,1,0,101.92666666666666,100.27,3.0,2,4,0,1,0
2668,4,1.67,3,1.67,2.42,1,30,1,0,4,3.51,5.0,5,3,3,11,0,1,74.68,84.0,0.0,3,2,1,1,0
2669,4,1.25,3,1.25,1.5,0,26,0,0,1,0.0,3.0,3,2,2,0,3,2,61.965,69.12,0.0,2,1,1,0,1
2670,4,1.75,3,1.75,0.5,0,36,1,2,4,2.71,6.0,6,3,4,3,5,2,69.96333333333332,67.97,0.0,2,1,1,1,0
2671,4,1.83,3,1.83,0.5,1,31,1,0,3,0.0,3.0,3,3,4,0,2,0,124.05666666666669,127.0,3.0,4,4,1,1,0
2672,4,1.83,3,1.83,1.5,1,30,0,0,4,3.8,5.0,5,3,3,2,3,0,78.05666666666667,76.98,0.0,2,2,0,1,0
2673,4,1.42,3,1.42,2.25,1,29,0,0,4,3.35,2.0,2,1,2,0,6,0,13.0,13.0,0.0,1,1,1,1,0
2674,4,1.42,3,1.42,2.42,1,29,1,0,3,2.9,4.0,4,3,3,0,5,0,66.86,66.32,0.0,1,2,1,0,1
2675,4,1.17,3,1.17,0.5,0,28,0,0,4,0.0,3.0,3,2,2,0,3,1,35.39,80.06,0.0,2,4,0,0,1
2676,4,1.83,3,1.83,1.5,1,33,1,0,4,3.14,4.0,4,3,2,4,7,3,82.97666666666667,84.22,0.0,2,2,0,1,0
2677,4,1.92,3,1.92,2.42,1,33,1,1,4,3.32,5.0,5,3,3,1,3,0,80.15666666666667,82.13,0.0,3,1,1,1,0
2678,4,1.83,3,1.83,1.5,1,35,1,2,3,3.73,4.0,4,2,3,0,4,0,71.44,78.11,0.0,2,1,1,1,0
2679,4,1.25,3,1.25,0.92,1,33,1,1,4,3.34,3.0,3,2,2,0,1,1,46.05,50.6,0.0,1,1,1,0,1
2680,4,2.0,3,2.0,1.33,1,31,1,1,4,3.24,3.0,3,2,2,0,2,0,62.36666666666665,65.66,0.0,2,1,1,0,1
2681,4,1.92,3,1.92,0.5,1,35,1,2,4,3.01,7.0,7,3,3,2,4,0,73.46333333333334,83.76,0.0,3,1,1,1,0
2682,4,1.75,3,1.75,2.5,0,32,1,1,3,3.2,3.0,3,1,2,0,5,0,72.57666666666667,115.2,2.0,2,3,1,0,1
2683,4,1.33,3,1.33,1.5,1,31,1,1,4,3.09,5.0,5,5,2,2,7,0,49.01333333333333,55.67,0.0,2,1,1,1,0
2684,4,1.25,3,1.25,1.5,1,29,0,0,4,0.0,3.0,3,2,2,1,3,0,36.21,55.94,0.0,3,1,1,0,1
2685,4,1.75,3,1.75,2.5,1,29,1,0,4,3.14,3.0,3,1,2,0,3,0,36.11666666666667,55.3,0.0,3,1,1,0,1
2686,4,1.58,3,1.58,1.25,1,39,1,2,4,0.0,7.0,7,4,5,3,2,0,45.04666666666666,45.13,0.0,0,1,0,1,0
2687,4,2.0,3,2.0,3.58,1,31,1,1,4,2.93,4.0,4,1,3,1,9,1,66.24666666666667,62.23,0.0,2,1,1,1,0
2688,4,1.75,3,1.75,2.33,0,31,1,2,4,3.23,2.0,2,1,2,0,3,0,45.855,48.35,0.0,1,1,1,0,1
2689,4,1.92,3,1.92,0.42,0,33,1,1,4,3.38,5.0,5,4,5,0,10,4,98.64666666666666,79.07,2.0,2,1,0,1,0
2690,4,1.67,3,1.67,0.5,1,33,1,1,4,3.24,5.0,5,4,3,3,3,0,70.39,67.65,0.0,3,1,0,1,0
2691,4,1.58,3,1.58,0.5,1,32,0,0,3,2.76,5.0,5,6,3,0,5,0,58.99333333333334,52.39,0.0,2,1,0,0,1
2692,4,1.58,3,1.58,0.5,1,32,1,1,4,2.96,4.0,4,3,3,0,5,0,97.38666666666666,99.72,3.0,2,3,1,1,0
2693,4,1.83,3,1.83,2.42,1,32,1,2,3,3.33,5.0,5,3,4,1,3,5,56.54,78.51,0.0,2,1,0,1,0
2694,4,1.92,3,1.92,2.42,1,33,1,2,4,2.78,4.0,4,2,3,0,4,1,96.83,108.35,3.0,2,4,0,1,0
2695,5,0.08,5,0.08,2.5,0,39,1,2,4,3.68,15.0,16,12,8,10,6,0,51.10333333333333,55.31,0.0,3,1,0,1,0
2696,4,1.25,3,1.25,0.17,0,33,1,0,4,3.23,2.0,2,3,2,0,3,1,13.79,14.35,0.0,1,1,1,0,1
2697,4,1.92,3,1.92,0.08,0,38,0,0,4,3.51,6.0,6,4,3,1,4,0,87.15333333333334,94.43,2.0,2,2,0,1,0
2698,4,1.5,3,1.5,0.5,1,29,1,0,4,3.34,3.0,3,2,2,0,1,0,58.74666666666666,69.02,0.0,2,1,1,0,1
2699,4,1.83,3,1.83,0.5,1,30,0,0,4,3.46,4.0,4,3,2,0,4,0,44.50333333333333,43.85,0.0,2,1,0,1,0
2700,4,2.58,3,2.58,2.5,1,36,1,2,4,3.45,6.0,6,3,5,2,3,0,68.67,88.57,1.0,2,3,0,1,0
2701,5,8.0,6,5.5,0.92,1,49,1,2,4,2.94,26.0,26,9,6,9,0,0,46.94333333333333,56.22,0.0,3,1,0,1,0
2702,4,1.83,3,1.83,2.42,1,32,1,1,4,3.22,5.0,5,3,2,7,2,0,65.67999999999999,74.03,0.0,2,1,1,1,0
2703,4,1.67,3,1.67,0.5,1,37,1,2,4,0.0,7.0,7,5,4,2,0,0,69.02999999999999,67.48,0.0,3,1,0,0,1
2704,4,2.17,3,2.17,1.5,1,33,1,2,4,0.0,5.0,5,3,4,6,4,2,66.98,71.67,0.0,3,1,1,1,0
2705,4,2.5,3,2.5,0.42,0,33,1,0,3,3.34,6.0,6,5,5,0,5,0,57.00333333333333,60.24,0.0,2,1,1,1,0
2706,4,1.25,3,1.25,0.5,1,29,1,1,4,3.16,3.0,3,3,3,0,5,0,44.83333333333334,50.24,0.0,1,0,1,0,1
2707,4,1.83,3,1.83,0.5,1,33,1,1,3,2.88,5.0,5,4,4,0,0,0,102.49333333333334,107.87,3.0,2,4,1,1,0
2708,4,1.17,3,1.17,0.5,0,32,1,3,3,3.09,3.0,3,3,4,0,0,17,52.13,56.82,0.0,1,1,1,0,1
2709,4,2.83,3,2.83,2.42,1,32,1,0,4,2.96,5.0,5,2,2,2,5,0,60.79,58.86,0.0,2,1,0,1,0
2710,4,1.42,3,1.42,1.83,0,32,1,2,4,3.09,2.0,2,1,2,0,3,0,13.16,13.16,0.0,1,1,1,0,1
2711,4,1.25,3,1.25,2.17,1,30,0,0,4,0.0,2.0,2,1,2,0,1,0,13.0,13.0,0.0,1,1,1,0,1
2712,4,2.5,3,2.5,1.92,0,30,0,0,4,3.62,5.0,5,2,3,0,5,1,100.24,104.33,3.0,2,2,1,1,0
2713,4,1.83,3,1.83,1.5,1,34,1,1,4,3.31,4.0,4,2,2,0,2,1,14.593333333333335,14.96,0.0,1,1,1,0,1
2714,4,1.75,3,1.75,0.5,1,30,1,0,4,3.68,3.0,3,2,3,0,7,2,62.94333333333333,65.85,0.0,2,1,1,1,0
2715,4,2.17,3,2.17,1.5,1,35,1,2,4,3.03,6.0,6,6,3,1,3,0,41.77333333333333,41.64,0.0,2,0,1,0,0
2716,4,1.83,3,1.83,1.5,1,34,1,3,4,3.28,6.0,6,4,3,0,2,0,95.68,101.54,3.0,2,2,1,1,0
2717,5,8.0,6,5.0,1.5,1,47,1,3,4,3.42,23.0,23,6,5,0,6,7,93.07333333333334,88.04,3.0,4,2,0,1,0
2718,4,1.67,3,1.67,0.0,1,46,1,2,4,2.77,6.0,6,4,4,1,0,0,22.673333333333336,50.35,0.0,2,1,1,1,0
2719,5,8.0,6,5.5,0.5,1,44,1,3,4,3.19,16.0,17,13,7,1,1,0,57.31333333333333,51.83,0.0,1,1,1,1,0
2720,4,1.83,3,1.83,0.92,1,30,1,1,4,3.13,4.0,4,2,2,0,18,0,63.89666666666667,64.35,0.0,3,1,1,1,0
2721,5,8.0,6,8.0,0.5,1,56,1,2,4,0.0,31.0,31,11,8,0,0,0,62.22666666666667,78.12,0.0,2,1,0,1,0
2722,4,1.5,3,1.5,0.17,1,35,1,0,4,2.9,5.0,5,4,2,0,5,2,61.60999999999999,66.91,0.0,2,1,0,0,1
2723,4,1.83,3,1.83,0.5,1,29,1,1,4,3.36,2.0,2,2,3,0,1,0,41.71333333333333,61.56,0.0,3,1,1,1,0
2724,4,2.17,3,2.17,1.5,1,35,1,0,4,3.09,6.0,6,5,5,6,1,0,70.38333333333333,82.51,0.0,3,1,1,1,0
2725,4,1.75,3,1.75,1.5,1,30,1,1,4,3.74,3.0,3,2,2,0,6,3,87.10333333333334,114.95,1.0,3,2,1,1,0
2726,4,1.42,3,1.42,1.0,1,32,1,1,4,3.25,3.0,3,2,2,0,2,0,83.12333333333333,82.97,0.0,1,3,1,0,1
2727,4,1.75,3,1.75,2.5,0,29,0,0,4,2.98,3.0,3,1,2,0,3,1,83.06,119.24,2.0,3,4,1,0,1
2728,4,2.75,3,2.75,4.33,0,40,1,2,4,2.87,6.0,6,2,2,0,4,1,91.48666666666668,92.6,3.0,2,2,0,1,0
2729,4,2.5,3,2.5,0.33,1,33,1,1,3,3.23,6.0,6,5,5,0,8,2,102.92,108.7,3.0,2,2,0,1,0
2730,4,1.83,3,1.83,2.5,0,32,1,2,4,3.25,4.0,4,2,2,0,9,0,47.62000000000001,53.88,0.0,2,1,1,0,1
2731,4,1.5,3,1.5,0.5,1,32,1,1,4,3.24,3.0,3,4,3,0,5,0,70.50666666666666,86.21,1.0,4,1,1,0,1
2732,4,1.92,3,1.92,0.5,1,31,1,1,4,0.0,4.0,4,3,2,1,3,4,52.29333333333333,57.57,0.0,2,1,0,0,1
2733,4,1.92,3,1.92,0.25,1,33,1,1,4,3.36,6.0,6,5,4,0,4,7,80.00333333333333,79.77,0.0,3,1,1,1,0
2734,4,8.0,4,4.5,3.5,1,40,1,0,4,3.69,13.0,14,7,5,0,1,0,95.15333333333336,98.66,3.0,2,2,1,1,0
2735,4,1.92,3,1.92,3.17,1,29,1,0,3,2.76,3.0,3,1,2,0,3,1,112.95666666666666,109.13,3.0,4,2,1,0,1
2736,4,1.17,3,1.17,0.0,1,31,1,1,4,3.42,3.0,3,3,2,0,5,0,65.47000000000001,74.28,0.0,3,1,1,0,1
2737,4,8.0,4,1.5,0.5,1,37,1,2,3,2.89,12.0,13,10,6,0,1,0,61.23333333333333,65.84,0.0,2,1,1,1,0
2738,4,1.83,3,1.83,0.0,1,33,1,2,4,3.07,5.0,5,3,3,0,6,3,71.56666666666666,93.87,1.0,3,1,1,1,0
2739,4,2.0,3,2.0,1.5,0,34,1,0,4,0.0,6.0,6,3,2,6,5,3,75.39666666666666,84.3,0.0,3,1,1,1,0
2740,4,1.92,3,1.92,1.75,1,30,1,0,4,3.25,4.0,4,3,3,4,3,0,52.11666666666667,61.15,0.0,2,1,1,1,0
2741,4,1.83,3,1.83,0.5,1,29,1,0,3,0.0,4.0,4,3,2,0,5,0,93.78333333333332,100.64,3.0,2,2,1,1,0
2742,4,1.42,3,1.42,0.67,1,30,1,1,4,3.76,3.0,3,4,3,0,3,0,42.27,50.93,0.0,1,1,0,1,0
2743,4,2.17,3,2.17,1.5,1,32,1,0,3,2.76,6.0,6,2,3,0,4,1,107.65333333333336,105.93,3.0,3,2,1,1,0
2744,4,2.17,3,2.17,3.42,1,30,1,2,4,3.42,5.0,5,2,5,0,5,1,59.13333333333333,63.05,0.0,1,1,1,1,0
2745,4,1.5,3,1.5,2.25,1,29,1,2,4,3.14,4.0,4,2,2,0,4,0,55.67,62.73,0.0,2,1,0,1,0
2746,4,1.58,3,1.58,1.5,0,30,1,0,4,3.09,2.0,2,2,2,0,2,2,31.22,49.43,0.0,2,1,1,0,1
2747,4,1.92,3,1.92,0.5,0,35,1,2,4,3.72,5.0,5,5,5,2,3,1,38.68666666666667,41.44,0.0,1,1,1,1,0
2748,4,2.08,3,2.08,1.5,1,34,1,1,4,3.06,5.0,5,4,4,3,1,0,106.98333333333332,96.44,3.0,2,4,0,1,0
2749,4,2.5,3,2.5,0.5,1,30,1,0,3,3.05,6.0,6,4,3,0,2,0,63.49333333333333,75.46,0.0,2,1,1,1,0
2750,4,1.58,3,1.58,2.5,1,32,1,1,4,2.9,4.0,4,2,2,0,5,0,46.77,45.95,0.0,2,1,1,0,1
2751,4,1.67,3,1.67,0.5,1,31,1,1,4,3.04,3.0,3,2,2,2,9,4,68.54333333333334,71.58,0.0,2,2,1,0,1
2752,4,1.83,3,1.83,2.5,1,32,1,1,4,2.78,5.0,5,2,3,0,3,4,54.58333333333334,50.77,0.0,1,1,1,1,0
2753,4,1.83,3,1.83,0.0,1,33,1,1,4,3.03,6.0,6,5,3,1,3,1,23.55333333333333,44.19,0.0,1,1,1,0,0
2754,4,2.0,3,2.0,1.5,1,36,1,1,4,0.0,7.0,7,5,5,6,3,0,64.13,64.32,0.0,2,1,1,1,0
2755,4,2.0,3,2.0,0.5,1,30,1,1,4,0.0,4.0,4,2,3,0,6,0,62.79666666666667,66.72,0.0,2,1,1,1,0
2756,4,1.58,3,1.58,0.5,1,30,1,0,4,3.46,3.0,3,2,2,0,7,4,58.76,71.15,0.0,2,1,1,0,1
2757,4,1.42,3,1.42,0.5,1,35,1,2,4,0.0,5.0,5,3,3,0,0,0,57.62333333333334,62.75,0.0,2,1,1,1,0
2758,4,1.75,3,1.75,0.5,1,31,1,1,3,3.24,6.0,6,7,4,0,0,0,28.02333333333333,41.75,0.0,1,1,1,1,0
2759,4,1.83,3,1.83,0.0,1,33,1,1,4,0.0,3.0,3,2,2,0,5,0,70.73,70.73,0.0,2,2,1,0,1
2760,4,6.58,4,1.5,0.5,1,36,1,0,4,3.1,12.0,13,7,6,0,0,0,103.61,104.4,3.0,3,4,1,1,0
2761,5,8.0,6,5.0,0.5,1,46,1,2,3,0.0,23.0,23,10,4,5,6,0,65.64,63.41,0.0,2,1,0,1,0
2762,4,1.75,3,1.75,0.42,1,29,1,1,4,0.0,3.0,3,3,2,1,0,0,84.73,87.49,2.0,4,1,1,1,0
2763,4,1.33,3,1.33,1.5,0,30,1,1,4,3.39,3.0,3,2,2,0,5,0,109.33666666666666,112.55,3.0,2,4,1,0,1
2764,4,2.5,3,2.5,1.5,0,34,0,0,3,3.8,6.0,6,3,5,0,4,1,104.56,109.99,3.0,3,4,1,1,0
2765,5,1.25,5,1.25,1.5,1,41,1,3,4,0.0,15.0,15,6,8,0,2,0,117.17333333333332,118.99,3.0,2,3,1,1,0
2766,5,0.5,5,0.5,0.5,1,38,1,0,4,3.2,13.0,13,8,10,1,0,0,48.91,53.58,0.0,1,1,1,1,0
2767,4,1.25,3,1.25,0.42,1,32,0,0,4,3.17,3.0,3,2,3,0,5,3,60.40333333333333,62.09,0.0,2,1,0,1,0
2768,4,1.92,3,1.92,4.42,0,33,1,1,4,3.12,5.0,5,2,2,0,3,1,81.56,81.77,0.0,2,1,0,1,0
2769,4,1.75,3,1.75,0.5,1,33,0,0,3,2.63,7.0,7,4,3,1,4,1,124.07,120.82,3.0,4,4,1,1,0
2770,4,1.58,3,1.58,0.5,1,33,1,1,4,3.15,5.0,5,3,2,1,2,1,105.37666666666668,111.25,3.0,3,2,1,1,0
2771,4,1.33,3,1.33,1.5,1,28,0,0,4,3.27,3.0,3,2,2,0,3,10,62.50333333333334,93.88,1.0,2,4,1,1,0
2772,4,1.5,3,1.5,1.5,1,36,1,2,3,0.0,6.0,6,6,4,3,3,0,60.09666666666666,59.46,0.0,1,1,1,1,0
2773,4,1.67,3,1.67,0.5,1,30,1,1,4,0.0,4.0,4,4,4,0,2,0,38.78333333333333,47.02,0.0,2,1,0,1,0
2774,4,1.92,3,1.92,0.5,1,36,1,1,4,2.91,6.0,6,4,4,0,5,0,74.91333333333334,67.06,1.0,2,1,0,1,0
2775,4,1.92,3,1.92,0.5,0,35,1,1,4,2.75,6.0,6,4,2,0,4,1,75.41666666666667,85.6,1.0,2,1,1,0,1
2776,4,8.0,4,1.5,0.33,1,40,1,2,4,0.0,13.0,14,8,9,0,0,1,95.79666666666668,103.1,3.0,4,2,1,0,1
2777,4,1.58,3,1.58,2.0,1,35,1,1,5,2.97,6.0,6,3,4,0,6,0,32.97,37.03,0.0,1,1,0,1,0
2778,4,1.5,3,1.5,1.5,0,28,0,0,4,0.0,3.0,3,2,2,0,3,0,14.886666666666665,15.27,0.0,1,1,1,0,1
2779,4,1.67,3,1.67,0.5,1,26,0,0,3,3.0,3.0,3,2,2,0,5,0,85.19333333333334,89.59,2.0,2,2,0,0,1
2780,4,2.58,3,2.58,2.0,1,34,1,1,4,3.25,5.0,5,2,2,0,3,0,49.17333333333333,45.81,0.0,1,1,1,0,1
2781,4,1.25,3,1.25,1.5,0,30,0,0,4,3.2,3.0,3,2,3,5,6,0,16.53,17.78,0.0,1,1,1,1,0
2782,4,1.33,3,1.33,2.5,1,33,1,0,3,3.09,5.0,5,2,2,3,2,0,49.27333333333333,55.13,0.0,1,1,1,1,0
2783,4,1.17,3,1.17,2.5,1,32,1,0,4,3.28,5.0,5,2,5,0,5,0,55.89000000000001,59.44,0.0,2,1,0,1,0
2784,4,1.83,3,1.83,0.5,1,32,1,1,3,0.0,3.0,3,2,2,0,9,0,75.25,77.0,0.0,2,1,0,1,0
2785,4,2.83,3,2.83,0.5,0,36,1,1,4,3.45,5.0,5,4,4,0,3,3,81.70333333333333,84.3,0.0,3,1,0,0,1
2786,4,1.67,3,1.67,1.5,1,31,1,1,4,3.38,3.0,3,3,3,3,3,3,59.82666666666668,67.13,0.0,2,1,1,1,0
2787,4,1.92,3,1.92,0.5,1,35,1,1,4,3.1,6.0,6,6,5,0,1,0,57.78666666666666,66.63,0.0,3,1,1,1,0
2788,4,1.75,3,1.75,1.25,1,31,1,0,4,3.05,3.0,3,2,3,0,2,2,52.57666666666668,68.7,0.0,4,2,1,1,0
2789,4,1.83,3,1.83,1.5,1,33,1,0,4,2.91,6.0,6,4,2,0,2,3,89.72333333333334,91.95,3.0,2,4,0,1,0
2790,4,6.42,4,5.5,1.5,0,41,1,0,1,0.0,22.0,22,9,8,5,21,6,105.31333333333332,104.81,3.0,3,3,0,0,0
2791,4,1.92,3,1.92,2.42,1,34,1,2,4,3.03,5.0,5,3,2,0,3,0,61.24666666666667,78.52,0.0,2,1,1,1,0
2792,4,1.75,3,1.75,2.5,1,36,1,1,3,2.55,4.0,4,2,2,0,3,0,31.76,44.98,0.0,1,1,1,1,0
2793,4,1.75,3,1.75,0.17,1,33,1,0,4,3.0,3.0,3,4,3,0,0,0,63.11666666666667,67.45,0.0,2,1,1,1,0
2794,4,1.67,3,1.67,0.5,1,33,1,2,4,3.19,3.0,3,2,2,0,4,1,60.473333333333336,64.03,0.0,3,1,1,0,1
2795,4,1.67,3,1.67,1.92,0,35,1,1,4,2.88,7.0,7,4,3,3,3,2,54.10333333333333,46.15,0.0,1,1,1,1,0
2796,4,1.75,3,1.75,0.5,1,32,1,1,4,0.0,4.0,4,2,4,0,2,0,72.24,72.96,0.0,2,1,1,1,0
2797,4,1.58,3,1.58,1.0,0,28,1,0,4,0.0,2.0,2,2,2,0,6,0,52.86,52.86,0.0,2,1,1,1,0
2798,4,1.25,3,1.25,0.17,1,28,1,0,4,0.0,3.0,3,3,3,0,6,0,77.43666666666667,86.39,1.0,3,1,1,0,1
2799,4,1.83,3,1.83,2.42,1,34,1,2,4,3.07,5.0,5,3,3,1,2,0,64.83,71.75,0.0,3,1,1,1,0
2800,4,1.92,3,1.92,1.5,1,33,1,1,4,3.03,5.0,5,3,3,0,3,0,89.36,117.13,2.0,3,3,1,1,0
2801,4,1.92,3,1.92,1.25,1,31,1,0,4,3.26,3.0,3,2,2,0,7,0,48.18333333333334,55.41,0.0,2,1,1,0,1
2802,4,1.92,3,1.92,1.58,1,32,0,0,4,3.34,3.0,3,2,3,0,8,0,88.10000000000002,96.42,2.0,2,2,1,1,0
2803,4,2.5,3,2.5,0.5,1,36,1,3,4,3.23,7.0,7,4,3,0,8,5,98.00666666666666,113.13,3.0,2,4,1,0,0
2804,4,2.42,4,0.0,0.5,1,34,1,2,3,3.03,6.0,6,3,3,0,1,0,110.81666666666666,111.47,3.0,2,2,1,1,0
2805,4,1.92,3,1.92,3.25,1,34,1,1,4,3.14,3.0,3,1,2,0,6,0,62.72666666666667,85.62,1.0,2,2,1,0,1
2806,4,2.0,4,0.0,0.5,0,32,1,2,3,0.0,6.0,6,3,4,6,2,0,95.88333333333333,107.46,2.0,3,3,1,1,0
2807,4,1.17,3,1.17,2.42,1,33,0,0,3,2.96,5.0,5,2,3,0,7,3,48.94333333333334,47.19,0.0,1,1,1,0,1
2808,4,8.0,4,5.0,1.5,1,38,1,2,4,3.42,8.0,8,4,3,1,6,0,68.46,67.78,0.0,2,1,1,1,0
2809,4,1.67,3,1.67,0.42,1,37,1,0,3,3.17,6.0,6,3,4,0,5,3,8.023333333333332,4.69,0.0,0,0,0,0,1
2810,4,1.92,3,1.92,0.08,1,32,1,0,4,3.18,4.0,4,4,4,1,0,0,50.35333333333333,53.83,0.0,1,1,1,1,0
2811,5,8.08,6,4.0,0.5,0,52,1,2,4,2.99,31.0,31,10,8,0,0,0,41.59333333333333,37.53,0.0,2,0,0,1,0
2812,4,2.5,3,2.5,2.33,1,36,1,2,4,2.87,6.0,6,2,3,0,0,0,57.32666666666668,57.51,0.0,2,1,1,1,0
2813,4,1.42,3,1.42,0.92,1,32,1,2,4,0.0,6.0,6,3,3,0,5,2,65.17333333333333,81.7,0.0,2,1,1,1,0
2814,4,1.67,3,1.67,1.0,1,29,1,0,4,3.2,3.0,3,2,4,1,1,1,62.75666666666667,83.69,0.0,3,2,1,1,0
2815,4,1.33,3,1.33,1.5,0,32,1,1,4,3.61,2.0,2,2,2,0,2,0,56.36000000000001,92.1,1.0,2,4,1,0,1
2816,4,1.92,3,1.92,0.58,1,31,1,2,4,3.55,3.0,3,3,3,1,0,0,84.32666666666667,93.85,2.0,4,2,1,1,0
2817,4,2.25,3,2.25,1.5,1,39,1,3,4,3.03,7.0,7,4,4,1,3,0,75.01,87.67,1.0,2,1,1,1,0
2818,4,1.33,3,1.33,0.5,1,33,1,1,3,2.8,6.0,6,4,4,1,3,0,48.55333333333334,43.96,0.0,2,1,0,1,0
2819,4,2.75,3,2.75,0.5,1,35,1,1,4,0.0,6.0,6,5,3,3,4,0,60.81,52.53,0.0,2,1,0,1,0
2820,4,1.83,3,1.83,0.5,1,31,1,1,4,3.0,3.0,3,3,3,1,8,0,36.78333333333333,55.1,0.0,2,1,1,1,0
2821,4,1.58,3,1.58,0.5,1,31,1,0,3,3.09,5.0,5,3,3,0,5,0,84.68333333333334,89.84,2.0,2,2,1,0,1
2822,4,1.92,3,1.92,0.42,0,35,1,1,4,0.0,3.0,3,2,3,0,3,0,100.61333333333332,117.42,2.0,3,4,0,0,0
2823,4,1.83,3,1.83,2.5,1,34,1,1,4,3.24,6.0,6,3,2,0,2,0,49.73333333333333,61.43,0.0,2,1,1,0,1
2824,4,1.25,3,1.25,1.5,0,29,1,1,4,0.0,3.0,3,2,2,1,1,0,55.723333333333336,58.57,0.0,2,1,0,0,1
2825,4,2.5,3,2.5,0.5,1,31,1,1,4,3.18,5.0,5,3,5,0,3,0,66.74,64.28,0.0,3,1,0,1,0
2826,4,1.83,3,1.83,0.5,1,32,1,1,4,0.0,3.0,3,2,2,0,5,1,76.98666666666666,87.64,1.0,2,2,1,1,0
2827,4,6.92,4,6.0,1.5,1,46,1,2,3,3.07,23.0,23,9,9,3,4,0,88.33333333333331,94.8,2.0,2,3,0,1,0
2828,4,5.75,4,2.5,1.5,0,39,1,2,4,3.11,15.0,15,6,7,1,3,2,120.59,121.41,3.0,2,3,1,1,0
2829,4,1.5,3,1.5,2.5,0,34,0,0,4,0.0,4.0,4,2,2,0,1,0,59.77,74.28,0.0,2,1,1,0,1
2830,4,1.67,3,1.67,0.5,1,31,1,0,4,3.42,3.0,3,3,4,3,6,0,47.13333333333333,49.81,0.0,1,1,0,1,0
2831,4,1.83,3,1.83,3.67,1,31,1,1,4,3.15,4.0,4,1,2,0,8,2,67.42,72.5,0.0,2,1,1,0,1
2832,4,1.17,3,1.17,0.5,1,32,1,2,4,3.36,2.0,2,2,2,1,0,5,26.545,40.09,0.0,1,1,1,0,1
2833,3,4.67,1,4.67,2.5,1,32,1,2,3,2.85,5.0,5,2,2,0,2,0,86.21,89.74,2.0,2,2,0,1,0
2834,4,1.5,3,1.5,0.17,1,32,1,1,4,3.3,6.0,6,3,4,0,2,0,84.22666666666667,59.03,1.0,1,1,1,0,1
2835,4,1.83,3,1.83,0.75,0,32,1,2,4,0.0,4.0,4,2,3,0,10,0,99.33666666666666,114.32,2.0,3,4,1,0,1
2836,4,1.83,3,1.83,0.92,1,34,1,0,4,3.41,5.0,5,2,3,5,0,0,112.5,108.8,3.0,2,4,0,1,0
2837,4,2.67,3,2.67,0.25,1,32,1,1,3,0.0,6.0,6,3,2,1,6,1,68.83999999999999,72.68,0.0,3,1,1,1,0
2838,4,1.67,3,1.67,2.42,1,31,1,0,3,3.32,5.0,5,4,3,0,2,0,47.65666666666666,48.57,0.0,1,1,1,1,0
2839,4,1.92,3,1.92,3.33,1,43,1,2,4,2.87,6.0,6,2,2,2,6,2,75.39333333333333,78.49,0.0,1,2,1,0,1
2840,4,2.75,3,2.75,0.5,1,35,1,1,4,0.0,6.0,6,4,4,3,3,0,39.82333333333333,41.07,0.0,1,0,1,1,0
2841,4,1.42,3,1.42,2.17,1,32,1,2,4,2.79,5.0,5,3,3,1,3,0,57.04666666666666,60.48,0.0,4,1,0,1,0
2842,4,2.08,3,2.08,2.5,1,35,1,0,4,0.0,6.0,6,3,4,1,4,2,58.66666666666666,70.67,0.0,2,1,0,1,0
2843,4,1.75,3,1.75,1.5,1,33,1,0,4,3.02,6.0,6,3,2,0,3,1,80.46666666666667,85.86,1.0,2,1,1,0,1
2844,4,1.5,3,1.5,2.5,1,32,0,0,4,0.0,3.0,3,2,2,0,4,3,48.82333333333333,55.98,0.0,2,1,0,0,1
2845,4,7.92,4,4.5,0.5,1,39,1,2,4,0.0,8.0,8,4,3,0,5,0,58.28,50.29,0.0,2,1,0,1,0
2846,4,1.25,3,1.25,0.5,1,31,0,0,3,3.3,5.0,5,4,5,0,5,15,65.63,65.91,0.0,2,1,1,1,0
2847,4,1.5,3,1.5,0.5,1,37,1,0,4,3.11,5.0,5,3,2,1,0,0,58.09333333333333,60.05,0.0,2,1,1,0,1
2848,4,1.75,3,1.75,0.5,1,33,1,2,4,2.75,5.0,5,4,2,0,1,0,48.60333333333333,58.54,0.0,2,2,0,0,1
2849,4,1.42,3,1.42,2.17,0,34,1,2,4,3.41,4.0,4,4,4,0,4,1,99.76666666666668,120.14,2.0,3,4,1,0,1
