,Best Performance,job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,gender,age,marital_status_maried(Y/N),number_of_dependences,Education_level,GPA,job_duration_as_permanent_worker,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Avg_achievement_%,Last_achievement_%,Achievement_above_100%_during3quartal,achievement_target_1,achievement_target_2,achievement_target_3,Employee_type_A,Employee_type_B
12533,0,4,1.67,3,1.67,2.42,0,31,1,1,4,3.45,6.0,6,5,3,0,0,1,41.2,41.33,0.0,1.0,1.0,1.0,0,0
12534,0,4,1.92,3,1.92,1.5,1,34,1,1,3,3.0,7.0,7,4,3,2,0,0,72.00333333333333,60.43,1.0,2.0,1.0,1.0,0,1
12535,0,4,1.25,3,1.25,1.42,1,36,1,2,3,3.02,4.0,4,2,2,0,5,6,54.88333333333333,55.01,0.0,1.0,1.0,1.0,1,0
12536,0,4,1.67,3,1.67,1.42,1,30,0,0,1,3.364,2.0,2,2,3,0,3,4,13.16,13.23,0.0,1.0,1.0,1.0,0,1
12537,0,4,7.0,4,5.5,0.5,0,45,1,3,4,3.03,22.0,22,12,11,3,5,0,25.80666666666667,13.32,0.0,1.0,0.0,1.0,1,0
12538,0,4,1.25,3,1.25,0.5,0,33,1,1,4,3.27,6.0,6,4,2,1,2,1,45.17,54.15,0.0,1.0,1.0,1.0,1,0
12539,0,4,1.25,3,1.25,1.42,0,31,1,0,3,2.97,4.0,4,3,2,0,0,0,57.31,57.47,0.0,2.0,1.0,1.0,0,1
12540,1,4,1.25,3,1.25,1.42,1,29,1,0,4,3.21,3.0,3,2,2,0,3,0,53.11000000000001,59.12,0.0,2.0,1.0,1.0,0,1
12541,0,5,8.0,6,4.5,0.5,1,44,1,2,1,3.1773,23.0,23,10,7,2,0,0,18.716666666666665,13.33,0.0,1.0,1.0,1.0,1,0
12542,0,4,1.67,3,1.67,1.42,1,34,1,1,3,2.99,6.0,6,4,4,1,2,2,55.62000000000001,58.4,0.0,1.0,1.0,1.0,0,1
12543,0,4,1.25,3,1.25,1.42,0,34,0,0,4,3.31,3.0,3,2,2,0,2,2,23.99666666666667,40.59,0.0,1.0,1.0,1.0,0,1
12544,0,4,1.67,3,1.67,1.42,1,33,1,0,4,3.01,5.0,5,3,3,0,0,0,62.69,62.44,0.0,2.0,1.0,1.0,1,0
12545,0,4,1.67,3,1.67,1.42,1,31,1,1,4,2.91,3.0,3,2,2,0,3,0,15.356666666666667,16.43,0.0,1.0,1.0,1.0,0,1
12546,0,4,1.67,3,1.67,1.42,1,29,1,1,1,3.476,2.0,2,2,3,0,3,0,28.37,42.71,0.0,1.0,1.0,1.0,1,0
12547,0,4,1.67,3,1.67,0.5,0,31,1,1,4,3.22,5.0,5,3,3,1,7,0,39.03666666666667,44.31,0.0,1.0,1.0,1.0,1,0
12548,0,4,1.25,3,1.25,1.42,1,30,1,1,3,2.95,4.0,4,2,3,3,3,1,43.41333333333333,42.47,0.0,4.0,0.0,0.0,1,0
12549,0,4,1.25,3,1.25,1.42,1,30,1,0,4,3.34,2.0,2,2,2,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12550,0,4,7.25,4,2.0,0.5,0,36,0,0,4,3.21,7.0,7,3,4,2,0,5,85.14,95.15,2.0,1.0,2.0,1.0,0,0
12551,0,4,2.5,3,2.5,1.42,0,38,1,2,4,3.35,6.0,6,3,3,0,3,5,13.72,13.76,0.0,1.0,1.0,1.0,1,0
12552,0,4,1.67,3,1.67,0.5,1,34,1,1,4,3.41,6.0,6,3,3,1,8,1,42.193333333333335,35.21,0.0,2.0,1.0,0.0,0,1
12553,0,4,1.25,3,1.25,0.5,0,30,0,0,3,3.2,5.0,5,4,2,0,7,5,50.02333333333333,55.07,0.0,2.0,1.0,0.0,0,1
12554,0,4,1.67,3,1.67,0.5,0,32,1,2,4,3.6,4.0,4,3,3,0,1,0,48.29,47.99,0.0,2.0,1.0,1.0,1,0
12555,0,4,1.25,3,1.25,1.42,1,33,1,2,4,3.41,6.0,6,3,2,0,5,0,66.93,67.18,0.0,2.0,1.0,0.0,1,0
12556,0,4,1.25,3,1.25,1.42,1,34,0,0,4,3.11,4.0,4,2,3,0,3,0,40.00666666666667,40.3,0.0,1.0,1.0,1.0,0,1
12557,0,4,1.25,3,1.25,0.5,1,30,0,0,4,3.34,3.0,3,3,3,0,7,0,34.76333333333333,45.65,0.0,1.0,1.0,1.0,1,0
12558,1,4,7.25,4,4.0,0.5,0,36,1,0,3,3.54,7.0,7,4,3,1,0,0,40.86,32.94,0.0,1.0,1.0,1.0,1,0
12559,0,4,2.5,3,2.5,0.5,0,33,1,1,3,3.28,6.0,6,3,2,0,1,0,49.02,48.77,0.0,2.0,1.0,1.0,0,1
12560,0,4,1.25,3,1.25,0.5,1,33,1,2,4,2.95,4.0,4,3,5,0,3,0,71.24333333333334,77.09,0.0,2.0,1.0,1.0,1,0
12561,0,5,7.0,6,6.0,0.5,1,50,1,0,4,3.26,25.0,28,14,12,0,0,0,29.116666666666664,29.28,0.0,1.0,1.0,0.0,1,0
12562,0,5,0.5,5,0.5,2.25,1,40,1,0,3,3.2,15.0,15,11,6,2,0,0,68.08333333333333,82.15,0.0,3.0,1.0,1.0,1,0
12563,0,4,2.5,3,2.5,0.5,0,34,1,0,3,2.6,6.0,6,3,6,0,2,0,72.73333333333333,77.21,0.0,2.0,1.0,1.0,1,0
12564,0,4,1.92,3,1.92,1.5,1,31,1,1,4,3.06,4.0,4,3,3,1,1,0,52.27333333333333,55.95,0.0,2.0,1.0,0.0,0,1
12565,0,4,1.58,3,1.58,1.92,1,30,0,0,4,3.54,2.0,2,1,2,0,1,4,20.0,20.0,0.0,1.0,1.0,0.0,0,1
12566,0,4,1.92,3,1.92,0.5,1,33,1,1,3,3.0,7.0,7,4,3,1,1,0,56.69,61.47,0.0,3.0,1.0,1.0,1,0
12567,0,4,1.92,3,1.92,0.5,1,32,1,1,4,3.18,5.0,5,6,3,2,5,0,52.07666666666668,43.17,0.0,1.0,1.0,1.0,0,0
12568,0,4,1.92,3,1.92,0.5,1,32,0,0,4,3.1773,5.0,5,3,3,0,6,4,53.24666666666667,59.78,0.0,2.0,1.0,1.0,1,0
12569,0,4,1.92,3,1.92,2.83,1,34,0,0,3,3.06,4.0,4,2,2,0,3,8,70.45333333333333,98.78,1.0,3.0,4.0,0.0,1,0
12570,0,4,1.58,3,1.58,2.83,1,29,0,0,4,3.46,4.0,4,2,3,0,6,4,64.51,71.8,0.0,2.0,1.0,1.0,1,0
12571,0,4,1.58,3,1.58,2.58,1,31,0,0,4,3.03,3.0,3,1,2,0,4,7,15.916666666666664,18.49,0.0,1.0,1.0,1.0,0,1
12572,0,4,1.58,4,1.58,0.5,1,30,0,0,4,3.44,5.0,5,3,3,0,4,6,101.14333333333332,103.19,3.0,2.0,4.0,0.0,1,0
12573,0,4,1.92,3,1.92,0.5,0,32,1,3,3,3.37,4.0,4,4,3,2,3,0,65.84666666666666,86.41,1.0,4.0,1.0,1.0,1,0
12574,0,4,1.25,3,1.25,1.58,1,32,1,1,4,3.39,2.0,2,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12575,0,4,0.08,3,0.08,0.08,1,31,0,0,4,3.44,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12576,0,4,1.58,3,1.58,0.5,1,32,1,1,4,2.96,2.0,2,2,2,0,3,0,44.24,44.24,0.0,1.0,1.0,1.0,0,1
12577,0,4,1.92,3,1.92,0.5,1,30,1,1,3,2.87,4.0,4,3,2,1,2,0,48.33333333333334,52.67,0.0,1.0,1.0,1.0,1,0
12578,0,4,1.58,3,1.58,0.5,1,31,0,0,4,3.0,3.0,3,3,2,0,0,0,41.13333333333333,40.83,0.0,1.0,1.0,1.0,0,1
12579,0,4,1.92,3,1.92,0.5,1,34,0,0,4,3.16,6.0,6,3,3,1,0,0,74.94,87.32,1.0,3.0,1.0,1.0,1,0
12580,0,4,1.75,3,1.75,0.5,1,33,1,2,4,3.12,6.0,6,4,4,0,1,46,80.16000000000003,85.61,1.0,2.0,1.0,1.0,0,0
12581,0,4,1.25,3,1.25,1.75,1,32,1,1,4,2.85,2.0,2,1,2,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12582,0,4,1.08,3,1.08,1.25,1,31,1,0,4,3.73,1.0,1,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12583,0,4,1.92,3,1.92,2.25,1,35,1,1,4,3.14,7.0,7,4,2,0,1,0,53.30666666666666,51.71,0.0,2.0,1.0,0.0,1,0
12584,0,4,1.92,3,1.92,0.5,1,32,1,1,3,3.19,6.0,6,4,3,0,4,0,54.63333333333333,63.78,0.0,3.0,1.0,1.0,1,0
12585,0,4,1.58,3,1.58,0.5,0,29,1,1,3,3.4,4.0,4,4,2,0,8,6,84.85333333333334,82.72,2.0,2.0,2.0,1.0,0,1
12586,0,4,2.17,3,2.17,1.5,1,30,1,2,4,3.04,5.0,5,3,3,0,9,0,73.84666666666666,62.58,0.0,3.0,1.0,1.0,1,0
12587,0,4,1.75,3,1.75,0.5,0,33,1,0,3,3.1773,6.0,6,3,2,0,4,0,75.27333333333333,76.82,0.0,2.0,1.0,1.0,0,1
12588,0,5,8.0,6,5.0,2.25,1,54,0,0,3,3.1773,25.0,25,8,6,5,0,0,62.21,40.47,1.0,1.0,1.0,1.0,1,0
12589,1,4,1.92,3,1.92,2.83,1,33,0,0,4,3.22,5.0,5,2,3,4,6,1,54.94333333333333,63.56,0.0,1.0,2.0,1.0,1,0
12590,0,4,1.92,3,1.92,2.25,1,31,0,0,4,3.38,5.0,5,2,3,0,3,2,62.15,41.58,1.0,1.0,1.0,1.0,1,0
12591,0,4,1.58,3,1.58,2.25,1,30,1,0,4,2.96,3.0,3,2,2,2,1,0,44.08000000000001,48.27,0.0,1.0,1.0,1.0,0,1
12592,0,4,1.25,3,1.25,1.75,0,29,1,0,4,3.29,2.0,2,1,2,0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12593,0,4,1.58,3,1.58,0.5,1,33,1,1,3,3.07,6.0,6,3,3,1,0,0,88.12,91.19,2.0,2.0,3.0,1.0,0,1
12594,0,4,1.92,3,1.92,0.5,1,33,1,2,4,3.14,5.0,5,3,2,1,4,0,58.62,66.22,0.0,2.0,1.0,1.0,0,1
12595,1,4,1.92,3,1.92,2.25,1,34,0,0,4,3.03,5.0,5,3,3,0,4,0,63.14666666666667,41.85,1.0,1.0,1.0,0.0,1,0
12596,0,4,1.08,3,1.08,1.25,1,31,1,0,4,3.55,1.0,1,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12597,0,4,3.0,4,0.0,2.25,1,35,0,0,4,3.27,7.0,7,3,3,3,0,0,76.01333333333334,54.98,1.0,1.0,1.0,1.0,1,0
12598,0,4,1.92,3,1.92,0.5,1,34,1,1,4,3.25,6.0,6,3,3,2,4,0,72.31,84.31,0.0,2.0,4.0,0.0,0,0
12599,0,4,1.75,3,1.75,0.5,0,33,1,0,4,3.0,6.0,6,5,5,0,3,0,47.22666666666667,47.23,0.0,4.0,1.0,0.0,0,0
12600,0,4,1.75,3,1.75,2.25,1,32,1,2,3,3.11,6.0,6,4,3,0,5,0,44.35,49.88,0.0,1.0,1.0,1.0,1,0
12601,0,4,1.92,3,1.92,0.5,1,32,1,1,4,3.28,5.0,5,3,2,1,2,0,73.14333333333333,78.68,0.0,3.0,1.0,1.0,1,0
12602,1,4,1.25,3,1.25,1.75,1,35,0,0,3,3.26,2.0,2,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12603,0,4,2.17,3,2.17,2.25,1,32,1,1,3,3.09,6.0,6,3,2,3,3,0,55.81666666666666,47.49,0.0,2.0,1.0,0.0,1,0
12604,0,4,1.58,3,1.58,0.5,0,30,0,0,3,3.25,6.0,6,3,2,0,1,0,53.49666666666667,56.75,0.0,2.0,1.0,1.0,0,1
12605,0,4,1.92,3,1.92,0.5,0,32,1,1,4,3.71,5.0,5,3,3,3,0,1,50.01333333333334,52.81,0.0,3.0,1.0,1.0,1,0
12606,0,4,2.5,3,2.5,0.5,1,32,1,2,4,2.96,5.0,5,4,3,2,3,0,61.00666666666667,63.79,0.0,2.0,1.0,0.0,1,0
12607,0,4,1.92,3,1.92,1.5,1,31,1,1,4,3.71,3.0,3,4,4,0,5,0,42.326666666666654,50.72,0.0,2.0,1.0,1.0,1,0
12608,1,4,1.25,3,1.25,1.42,1,37,1,2,3,3.34,7.0,7,3,3,5,0,0,62.35333333333333,68.49,0.0,2.0,1.0,1.0,1,0
12609,0,4,2.42,4,0.0,2.42,1,34,1,1,3,3.21,5.0,5,2,3,1,5,8,49.58333333333334,50.74,0.0,1.0,1.0,1.0,0,0
12610,0,4,1.83,3,1.83,1.5,0,30,0,0,4,3.52,4.0,4,3,2,0,3,8,43.88,34.16,0.0,2.0,1.0,0.0,0,1
12611,0,4,1.92,3,1.92,2.42,1,31,1,1,4,3.43,4.0,4,2,2,0,4,0,44.71666666666667,45.76,0.0,1.0,1.0,0.0,1,0
12612,0,4,1.42,3,1.42,0.5,1,27,1,0,3,3.2,2.0,2,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12613,0,4,1.08,3,1.08,1.08,1,31,0,0,3,2.92,1.0,1,1,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12614,0,4,0.33,3,0.33,0.33,0,31,1,0,4,3.14,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12615,0,4,1.92,3,1.92,1.42,1,39,1,2,4,2.83,6.0,6,5,3,0,0,0,54.49333333333333,56.47,0.0,1.0,1.0,1.0,1,0
12616,0,4,1.92,3,1.92,3.42,0,31,1,2,4,3.35,6.0,6,2,4,0,6,0,62.10666666666666,64.88,0.0,2.0,1.0,1.0,1,0
12617,0,4,1.92,3,1.92,0.75,1,34,1,1,4,3.03,4.0,4,2,3,1,3,0,72.79333333333334,75.43,0.0,0.0,1.0,1.0,1,0
12618,1,4,1.42,3,1.42,1.75,1,32,1,0,4,3.05,2.0,2,1,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12619,0,4,0.33,3,0.33,0.33,1,29,0,0,4,3.05,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12620,0,4,0.33,3,0.33,0.33,0,30,1,0,4,2.92,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12621,0,4,1.25,3,1.25,1.42,1,31,1,0,4,3.23,6.0,6,4,3,4,0,2,57.63,55.85,0.0,2.0,1.0,1.0,0,0
12622,0,4,1.42,3,1.42,1.42,1,33,0,0,4,3.07,3.0,3,2,2,0,0,0,58.65333333333333,65.33,0.0,2.0,1.0,1.0,1,0
12623,0,4,1.42,3,1.42,0.25,1,29,1,0,4,3.35,2.0,2,2,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12624,0,4,0.75,3,0.75,0.75,1,29,1,1,4,3.32,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12625,0,5,0.5,5,0.5,2.42,1,37,1,3,4,3.08,7.0,7,3,3,0,3,0,56.76333333333334,62.54,0.0,2.0,1.0,1.0,1,0
12626,0,4,2.17,3,2.17,0.25,1,34,1,0,3,2.94,6.0,6,5,3,6,9,0,104.27666666666669,103.34,3.0,1.0,4.0,1.0,1,0
12627,0,4,1.83,3,1.83,0.25,0,32,1,1,3,2.77,4.0,4,4,4,0,4,1,39.24,46.52,0.0,2.0,1.0,1.0,0,1
12628,0,4,1.08,3,1.08,1.08,0,34,0,0,3,2.9,1.0,1,1,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12629,0,4,0.33,3,0.33,0.33,1,30,0,0,4,3.19,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12630,0,4,2.5,3,2.5,1.42,1,31,1,1,4,3.35,6.0,6,3,2,1,2,0,63.11333333333334,71.43,0.0,2.0,1.0,0.0,1,0
12631,0,4,1.83,3,1.83,1.42,1,32,1,1,4,3.15,5.0,5,3,2,2,7,0,58.93000000000001,51.03,0.0,2.0,1.0,0.0,1,0
12632,0,4,1.42,3,1.42,1.75,1,30,0,0,4,3.14,2.0,2,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12633,0,4,0.33,3,0.33,0.33,1,29,1,1,4,2.93,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12634,0,4,1.92,3,1.92,3.42,1,35,1,3,4,3.02,7.0,7,3,3,0,1,2,63.13333333333333,63.36,0.0,2.0,1.0,1.0,1,0
12635,0,4,1.42,3,1.42,0.5,0,31,1,1,4,3.4,6.0,6,3,2,0,6,2,54.51333333333333,57.58,0.0,2.0,1.0,1.0,0,1
12636,0,4,1.25,3,1.25,1.58,1,29,1,2,4,3.51,2.0,2,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
12637,0,4,0.75,3,0.75,0.75,1,28,0,0,4,3.07,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12638,0,4,0.33,3,0.33,0.33,0,30,0,0,4,3.33,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12639,0,4,1.42,3,1.42,1.42,1,31,1,0,4,3.04,3.0,3,2,2,0,1,0,23.31333333333333,43.29,0.0,1.0,1.0,1.0,1,0
12640,0,4,0.33,3,0.33,0.33,1,28,1,0,3,2.77,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12641,0,4,5.25,4,0.0,1.42,1,37,1,1,4,3.1773,12.0,13,10,9,5,3,3,44.026666666666664,41.73,0.0,1.0,1.0,1.0,0,1
12642,0,4,7.33,4,4.0,1.42,1,38,1,0,3,3.14,7.0,7,4,1,5,0,0,64.13,65.35,0.0,2.0,1.0,1.0,1,0
12643,0,4,1.42,3,1.42,0.75,1,31,0,0,3,3.66,3.0,3,2,3,0,2,1,39.136666666666656,52.32,0.0,1.0,1.0,1.0,1,0
12644,0,4,0.33,3,0.33,0.33,0,32,1,1,4,3.27,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12645,0,4,1.83,3,1.83,3.42,0,34,1,1,4,3.36,7.0,7,3,3,2,2,0,53.60333333333333,53.99,0.0,2.0,1.0,1.0,1,0
12646,1,4,1.92,3,1.92,0.5,1,34,0,0,4,3.08,6.0,6,3,4,0,0,2,61.49,62.05,0.0,2.0,1.0,1.0,1,0
12647,0,4,1.92,3,1.92,0.5,1,33,1,0,3,3.04,4.0,4,2,2,0,0,0,38.41333333333333,32.67,0.0,1.0,1.0,0.0,1,0
12648,0,4,0.5,3,0.5,2.25,1,31,0,0,4,3.36,4.0,4,3,2,0,4,0,39.92666666666667,42.77,0.0,1.0,1.0,1.0,0,1
12649,0,4,1.42,3,1.42,0.5,0,31,1,0,4,3.33,2.0,2,3,2,1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12650,0,4,1.25,3,1.25,0.75,1,32,1,0,4,3.08,2.0,2,2,3,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
12651,0,4,0.33,3,0.33,0.33,0,28,0,0,4,3.54,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12652,0,4,1.92,3,1.92,1.42,1,34,1,2,3,2.89,6.0,6,5,3,3,4,0,65.45666666666666,69.62,0.0,2.0,1.0,1.0,1,0
12653,0,4,1.92,3,1.92,2.42,1,36,1,3,4,2.94,4.0,4,2,2,0,5,0,33.31666666666667,44.63,0.0,1.0,1.0,1.0,1,0
12654,0,4,1.08,3,1.08,1.25,1,32,1,0,4,3.02,1.0,1,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12655,0,4,1.42,3,1.42,0.5,0,31,0,0,3,2.95,2.0,2,2,2,0,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12656,0,4,1.42,3,1.42,1.75,1,29,1,0,4,3.2,2.0,2,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12657,0,4,0.33,3,0.33,0.33,0,30,1,1,4,3.2,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12658,0,4,1.92,3,1.92,1.42,0,33,1,0,4,3.54,3.0,3,2,2,0,5,3,57.48666666666666,67.56,0.0,3.0,1.0,1.0,1,0
12659,0,4,1.92,3,1.92,0.75,1,30,0,0,4,2.88,3.0,3,3,3,2,5,0,32.84666666666667,43.1,0.0,1.0,1.0,1.0,1,0
12660,0,4,0.75,3,0.75,0.75,0,32,1,1,4,3.5,1.0,1,1,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12661,0,4,0.33,3,0.33,0.33,0,30,1,0,4,3.8,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12662,0,4,1.25,3,1.25,1.5,1,29,0,0,3,2.84,6.0,6,3,3,0,1,0,68.82333333333334,76.34,0.0,4.0,1.0,0.0,0,1
12663,0,4,1.08,3,1.08,0.5,1,33,1,0,4,3.13,1.0,1,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12664,0,4,1.92,3,1.92,0.08,1,37,1,2,4,3.76,6.0,6,5,5,8,11,0,49.99,63.01,0.0,2.0,1.0,1.0,1,0
12665,0,4,1.92,3,1.92,1.5,0,31,0,0,3,2.97,4.0,4,2,3,0,2,0,45.08333333333334,48.84,0.0,1.0,1.0,1.0,1,0
12666,0,4,1.92,3,1.92,0.5,1,32,1,0,4,3.18,4.0,4,4,2,0,3,0,44.79666666666666,42.24,0.0,1.0,1.0,1.0,1,0
12667,0,4,1.08,3,1.08,0.5,1,29,1,0,3,2.76,1.0,1,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12668,0,4,1.08,3,1.08,0.5,1,31,1,0,4,3.29,1.0,1,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12669,0,4,1.08,3,1.08,0.5,1,30,0,0,4,3.21,1.0,1,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12670,0,4,1.92,3,1.92,0.5,1,35,1,1,4,3.47,6.0,6,5,3,0,1,0,34.62333333333333,38.84,0.0,2.0,1.0,0.0,1,0
12671,0,4,1.92,3,1.92,0.5,1,32,1,0,4,3.01,6.0,6,3,2,3,5,0,52.776666666666664,63.04,0.0,2.0,1.0,1.0,1,0
12672,1,4,1.92,3,1.92,0.5,0,30,1,2,4,3.45,4.0,4,6,4,0,0,0,45.81333333333333,53.36,0.0,1.0,1.0,1.0,1,0
12673,0,4,1.25,3,1.25,0.5,1,31,1,0,4,3.25,3.0,3,2,2,0,3,4,51.98,55.21,0.0,1.0,1.0,1.0,0,1
12674,0,4,1.25,3,1.25,1.5,1,33,1,1,4,3.07,3.0,3,2,2,0,2,0,20.586666666666673,21.85,0.0,3.0,1.0,1.0,0,1
12675,0,4,1.25,3,1.25,1.5,1,28,1,1,4,3.47,3.0,3,2,2,0,2,0,42.82333333333333,45.16,0.0,1.0,1.0,1.0,0,1
12676,0,4,1.92,3,1.92,1.5,1,34,1,0,4,3.16,5.0,5,3,3,1,2,0,66.84666666666665,67.58,0.0,2.0,1.0,1.0,1,0
12677,0,4,1.92,3,1.92,1.5,0,30,0,0,3,2.96,4.0,4,3,2,0,6,0,40.0,40.82,0.0,2.0,1.0,1.0,0,1
12678,0,4,1.92,3,1.92,0.5,0,31,0,0,3,3.51,4.0,4,3,3,0,1,0,49.78666666666667,53.25,0.0,2.0,1.0,1.0,1,0
12679,0,4,1.92,3,1.92,1.5,1,36,1,1,4,3.02,5.0,5,4,2,0,5,0,42.75,43.37,0.0,1.0,1.0,1.0,0,1
12680,0,4,1.92,3,1.92,0.5,1,35,1,0,4,3.1773,5.0,5,4,3,0,2,0,48.42333333333333,51.83,0.0,2.0,1.0,1.0,0,0
12681,0,4,1.92,3,1.92,0.5,1,35,1,0,4,3.07,4.0,4,4,2,0,6,0,20.166666666666668,14.96,0.0,1.0,1.0,1.0,1,0
12682,0,4,1.25,3,1.25,1.75,1,32,1,1,4,2.79,2.0,2,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12683,0,4,1.25,3,1.25,0.5,1,31,1,1,4,2.77,2.0,2,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12684,1,4,1.92,3,1.92,1.5,0,33,1,2,4,3.23,5.0,5,3,2,0,14,0,44.51333333333333,46.89,0.0,1.0,1.0,1.0,1,0
12685,0,4,1.25,3,1.25,0.5,1,32,1,1,4,3.3,5.0,5,3,3,1,1,0,29.81,47.6,0.0,1.0,1.0,1.0,0,1
12686,0,4,1.92,3,1.92,1.5,1,33,1,2,4,3.11,5.0,5,3,3,0,3,0,79.13666666666667,78.68,0.0,2.0,2.0,1.0,1,0
12687,0,4,1.92,3,1.92,1.5,1,33,1,1,4,3.18,4.0,4,3,3,4,2,0,43.27,50.0,0.0,1.0,1.0,1.0,1,0
12688,0,4,1.92,3,1.92,0.33,1,33,1,1,4,2.75,4.0,4,4,3,0,5,0,51.77333333333333,44.02,0.0,1.0,1.0,1.0,0,1
12689,0,4,1.08,3,1.08,1.08,0,30,1,0,4,3.27,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12690,0,4,1.92,3,1.92,1.5,1,36,1,0,4,2.73,5.0,5,3,5,0,3,0,82.01333333333334,84.05,0.0,2.0,2.0,1.0,1,0
12691,0,4,1.25,3,1.25,0.5,0,31,1,1,3,3.01,4.0,4,3,3,1,3,0,50.07,45.75,0.0,1.0,1.0,1.0,0,1
12692,0,4,1.08,3,1.08,1.25,1,29,0,0,4,3.13,1.0,1,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12693,0,4,1.25,3,1.25,0.5,1,32,1,2,4,2.92,6.0,6,3,2,1,3,0,46.36000000000001,55.48,0.0,2.0,1.0,1.0,0,1
12694,1,4,1.92,3,1.92,1.5,1,34,1,2,4,3.05,5.0,5,3,4,0,3,0,65.64,65.08,0.0,2.0,1.0,1.0,0,1
12695,1,4,1.92,3,1.92,1.5,1,30,1,1,4,3.1773,5.0,5,4,3,0,0,0,30.566666666666666,13.0,0.0,1.0,1.0,1.0,1,0
12696,0,4,1.92,3,1.92,0.5,1,34,1,1,4,3.16,5.0,5,4,3,0,2,0,57.21333333333333,76.09,0.0,2.0,1.0,1.0,1,0
12697,0,4,1.92,3,1.92,0.5,0,32,1,2,4,3.31,4.0,4,3,4,0,2,0,30.266666666666666,36.53,0.0,1.0,1.0,1.0,1,0
12698,0,4,1.92,3,1.92,1.5,1,31,0,0,4,3.25,4.0,4,2,3,0,4,0,89.11000000000001,96.34,2.0,3.0,3.0,1.0,0,0
12699,0,4,1.08,3,1.08,1.08,1,31,0,0,4,2.77,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
12700,0,4,3.0,4,0.0,0.5,1,35,1,0,4,2.93,7.0,7,3,3,0,0,0,65.23333333333333,50.07,1.0,1.0,1.0,1.0,0,0
12701,0,4,1.92,3,1.92,1.5,1,31,1,0,4,3.27,5.0,5,3,3,1,2,0,40.906666666666666,38.6,0.0,1.0,1.0,0.0,1,0
